image1,image2,label
./datasets/raw_data\Grantha\character23\0373_02.png,./datasets/raw_data\Grantha\character23\0373_03.png,598
./datasets/raw_data\Grantha\character23\0373_03.png,./datasets/raw_data\Grantha\character23\0373_04.png,598
./datasets/raw_data\Grantha\character23\0373_04.png,./datasets/raw_data\Grantha\character23\0373_05.png,598
./datasets/raw_data\Grantha\character23\0373_05.png,./datasets/raw_data\Grantha\character23\0373_06.png,598
./datasets/raw_data\Grantha\character23\0373_06.png,./datasets/raw_data\Grantha\character23\0373_07.png,598
./datasets/raw_data\Grantha\character23\0373_07.png,./datasets/raw_data\Grantha\character23\0373_08.png,598
./datasets/raw_data\Grantha\character23\0373_08.png,./datasets/raw_data\Grantha\character23\0373_09.png,598
./datasets/raw_data\Grantha\character23\0373_09.png,./datasets/raw_data\Grantha\character23\0373_10.png,598
./datasets/raw_data\Grantha\character23\0373_10.png,./datasets/raw_data\Grantha\character23\0373_11.png,598
./datasets/raw_data\Grantha\character24\0374_01.png,./datasets/raw_data\Grantha\character24\0374_02.png,599
./datasets/raw_data\Grantha\character24\0374_02.png,./datasets/raw_data\Grantha\character24\0374_03.png,599
./datasets/raw_data\Grantha\character24\0374_03.png,./datasets/raw_data\Grantha\character24\0374_04.png,599
./datasets/raw_data\Grantha\character24\0374_04.png,./datasets/raw_data\Grantha\character24\0374_05.png,599
./datasets/raw_data\Grantha\character24\0374_05.png,./datasets/raw_data\Grantha\character24\0374_06.png,599
./datasets/raw_data\Grantha\character24\0374_06.png,./datasets/raw_data\Grantha\character24\0374_07.png,599
./datasets/raw_data\Grantha\character24\0374_07.png,./datasets/raw_data\Grantha\character24\0374_08.png,599
./datasets/raw_data\Grantha\character24\0374_08.png,./datasets/raw_data\Grantha\character24\0374_09.png,599
./datasets/raw_data\Grantha\character24\0374_09.png,./datasets/raw_data\Grantha\character24\0374_10.png,599
./datasets/raw_data\Grantha\character24\0374_10.png,./datasets/raw_data\Grantha\character24\0374_11.png,599
./datasets/raw_data\Grantha\character25\0375_01.png,./datasets/raw_data\Grantha\character25\0375_02.png,600
./datasets/raw_data\Grantha\character25\0375_02.png,./datasets/raw_data\Grantha\character25\0375_03.png,600
./datasets/raw_data\Grantha\character25\0375_03.png,./datasets/raw_data\Grantha\character25\0375_04.png,600
./datasets/raw_data\Grantha\character25\0375_04.png,./datasets/raw_data\Grantha\character25\0375_05.png,600
./datasets/raw_data\Grantha\character25\0375_05.png,./datasets/raw_data\Grantha\character25\0375_06.png,600
./datasets/raw_data\Grantha\character25\0375_06.png,./datasets/raw_data\Grantha\character25\0375_07.png,600
./datasets/raw_data\Grantha\character25\0375_07.png,./datasets/raw_data\Grantha\character25\0375_08.png,600
./datasets/raw_data\Grantha\character25\0375_08.png,./datasets/raw_data\Grantha\character25\0375_09.png,600
./datasets/raw_data\Grantha\character25\0375_09.png,./datasets/raw_data\Grantha\character25\0375_10.png,600
./datasets/raw_data\Grantha\character25\0375_10.png,./datasets/raw_data\Grantha\character25\0375_11.png,600
./datasets/raw_data\Grantha\character26\0376_01.png,./datasets/raw_data\Grantha\character26\0376_02.png,601
./datasets/raw_data\Grantha\character26\0376_02.png,./datasets/raw_data\Grantha\character26\0376_03.png,601
./datasets/raw_data\Grantha\character26\0376_03.png,./datasets/raw_data\Grantha\character26\0376_04.png,601
./datasets/raw_data\Grantha\character26\0376_04.png,./datasets/raw_data\Grantha\character26\0376_05.png,601
./datasets/raw_data\Grantha\character26\0376_05.png,./datasets/raw_data\Grantha\character26\0376_06.png,601
./datasets/raw_data\Grantha\character26\0376_06.png,./datasets/raw_data\Grantha\character26\0376_07.png,601
./datasets/raw_data\Grantha\character26\0376_07.png,./datasets/raw_data\Grantha\character26\0376_08.png,601
./datasets/raw_data\Grantha\character26\0376_08.png,./datasets/raw_data\Grantha\character26\0376_09.png,601
./datasets/raw_data\Grantha\character26\0376_09.png,./datasets/raw_data\Grantha\character26\0376_10.png,601
./datasets/raw_data\Grantha\character26\0376_10.png,./datasets/raw_data\Grantha\character26\0376_11.png,601
./datasets/raw_data\Grantha\character27\0377_01.png,./datasets/raw_data\Grantha\character27\0377_02.png,602
./datasets/raw_data\Grantha\character27\0377_02.png,./datasets/raw_data\Grantha\character27\0377_03.png,602
./datasets/raw_data\Grantha\character27\0377_03.png,./datasets/raw_data\Grantha\character27\0377_04.png,602
./datasets/raw_data\Grantha\character27\0377_04.png,./datasets/raw_data\Grantha\character27\0377_05.png,602
./datasets/raw_data\Grantha\character27\0377_05.png,./datasets/raw_data\Grantha\character27\0377_06.png,602
./datasets/raw_data\Grantha\character27\0377_06.png,./datasets/raw_data\Grantha\character27\0377_07.png,602
./datasets/raw_data\Grantha\character27\0377_07.png,./datasets/raw_data\Grantha\character27\0377_08.png,602
./datasets/raw_data\Grantha\character27\0377_08.png,./datasets/raw_data\Grantha\character27\0377_09.png,602
./datasets/raw_data\Grantha\character27\0377_09.png,./datasets/raw_data\Grantha\character27\0377_10.png,602
./datasets/raw_data\Grantha\character27\0377_10.png,./datasets/raw_data\Grantha\character27\0377_11.png,602
./datasets/raw_data\Grantha\character28\0378_01.png,./datasets/raw_data\Grantha\character28\0378_02.png,603
./datasets/raw_data\Grantha\character28\0378_02.png,./datasets/raw_data\Grantha\character28\0378_03.png,603
./datasets/raw_data\Grantha\character28\0378_03.png,./datasets/raw_data\Grantha\character28\0378_04.png,603
./datasets/raw_data\Grantha\character28\0378_04.png,./datasets/raw_data\Grantha\character28\0378_05.png,603
./datasets/raw_data\Grantha\character28\0378_05.png,./datasets/raw_data\Grantha\character28\0378_06.png,603
./datasets/raw_data\Grantha\character28\0378_06.png,./datasets/raw_data\Grantha\character28\0378_07.png,603
./datasets/raw_data\Grantha\character28\0378_07.png,./datasets/raw_data\Grantha\character28\0378_08.png,603
./datasets/raw_data\Grantha\character28\0378_08.png,./datasets/raw_data\Grantha\character28\0378_09.png,603
./datasets/raw_data\Grantha\character28\0378_09.png,./datasets/raw_data\Grantha\character28\0378_10.png,603
./datasets/raw_data\Grantha\character28\0378_10.png,./datasets/raw_data\Grantha\character28\0378_11.png,603
./datasets/raw_data\Grantha\character29\0379_01.png,./datasets/raw_data\Grantha\character29\0379_02.png,604
./datasets/raw_data\Grantha\character29\0379_02.png,./datasets/raw_data\Grantha\character29\0379_03.png,604
./datasets/raw_data\Grantha\character29\0379_03.png,./datasets/raw_data\Grantha\character29\0379_04.png,604
./datasets/raw_data\Grantha\character29\0379_04.png,./datasets/raw_data\Grantha\character29\0379_05.png,604
./datasets/raw_data\Grantha\character29\0379_05.png,./datasets/raw_data\Grantha\character29\0379_06.png,604
./datasets/raw_data\Grantha\character29\0379_06.png,./datasets/raw_data\Grantha\character29\0379_07.png,604
./datasets/raw_data\Grantha\character29\0379_07.png,./datasets/raw_data\Grantha\character29\0379_08.png,604
./datasets/raw_data\Grantha\character29\0379_08.png,./datasets/raw_data\Grantha\character29\0379_09.png,604
./datasets/raw_data\Grantha\character29\0379_09.png,./datasets/raw_data\Grantha\character29\0379_10.png,604
./datasets/raw_data\Grantha\character29\0379_10.png,./datasets/raw_data\Grantha\character29\0379_11.png,604
./datasets/raw_data\Grantha\character30\0380_01.png,./datasets/raw_data\Grantha\character30\0380_02.png,605
./datasets/raw_data\Grantha\character30\0380_02.png,./datasets/raw_data\Grantha\character30\0380_03.png,605
./datasets/raw_data\Grantha\character30\0380_03.png,./datasets/raw_data\Grantha\character30\0380_04.png,605
./datasets/raw_data\Grantha\character30\0380_04.png,./datasets/raw_data\Grantha\character30\0380_05.png,605
./datasets/raw_data\Grantha\character30\0380_05.png,./datasets/raw_data\Grantha\character30\0380_06.png,605
./datasets/raw_data\Grantha\character30\0380_06.png,./datasets/raw_data\Grantha\character30\0380_07.png,605
./datasets/raw_data\Grantha\character30\0380_07.png,./datasets/raw_data\Grantha\character30\0380_08.png,605
./datasets/raw_data\Grantha\character30\0380_08.png,./datasets/raw_data\Grantha\character30\0380_09.png,605
./datasets/raw_data\Grantha\character30\0380_09.png,./datasets/raw_data\Grantha\character30\0380_10.png,605
./datasets/raw_data\Grantha\character30\0380_10.png,./datasets/raw_data\Grantha\character30\0380_11.png,605
./datasets/raw_data\Grantha\character31\0381_01.png,./datasets/raw_data\Grantha\character31\0381_02.png,606
./datasets/raw_data\Grantha\character31\0381_02.png,./datasets/raw_data\Grantha\character31\0381_03.png,606
./datasets/raw_data\Grantha\character31\0381_03.png,./datasets/raw_data\Grantha\character31\0381_04.png,606
./datasets/raw_data\Grantha\character31\0381_04.png,./datasets/raw_data\Grantha\character31\0381_05.png,606
./datasets/raw_data\Grantha\character31\0381_05.png,./datasets/raw_data\Grantha\character31\0381_06.png,606
./datasets/raw_data\Grantha\character31\0381_06.png,./datasets/raw_data\Grantha\character31\0381_07.png,606
./datasets/raw_data\Grantha\character31\0381_07.png,./datasets/raw_data\Grantha\character31\0381_08.png,606
./datasets/raw_data\Grantha\character31\0381_08.png,./datasets/raw_data\Grantha\character31\0381_09.png,606
./datasets/raw_data\Grantha\character31\0381_09.png,./datasets/raw_data\Grantha\character31\0381_10.png,606
./datasets/raw_data\Grantha\character31\0381_10.png,./datasets/raw_data\Grantha\character31\0381_11.png,606
./datasets/raw_data\Grantha\character32\0382_01.png,./datasets/raw_data\Grantha\character32\0382_02.png,607
./datasets/raw_data\Grantha\character32\0382_02.png,./datasets/raw_data\Grantha\character32\0382_03.png,607
./datasets/raw_data\Grantha\character32\0382_03.png,./datasets/raw_data\Grantha\character32\0382_04.png,607
./datasets/raw_data\Grantha\character32\0382_04.png,./datasets/raw_data\Grantha\character32\0382_05.png,607
./datasets/raw_data\Grantha\character32\0382_05.png,./datasets/raw_data\Grantha\character32\0382_06.png,607
./datasets/raw_data\Grantha\character32\0382_06.png,./datasets/raw_data\Grantha\character32\0382_07.png,607
./datasets/raw_data\Grantha\character32\0382_07.png,./datasets/raw_data\Grantha\character32\0382_08.png,607
./datasets/raw_data\Grantha\character32\0382_08.png,./datasets/raw_data\Grantha\character32\0382_09.png,607
./datasets/raw_data\Grantha\character32\0382_09.png,./datasets/raw_data\Grantha\character32\0382_10.png,607
./datasets/raw_data\Grantha\character32\0382_10.png,./datasets/raw_data\Grantha\character32\0382_11.png,607
./datasets/raw_data\Grantha\character33\0383_01.png,./datasets/raw_data\Grantha\character33\0383_02.png,608
./datasets/raw_data\Grantha\character33\0383_02.png,./datasets/raw_data\Grantha\character33\0383_03.png,608
./datasets/raw_data\Grantha\character33\0383_03.png,./datasets/raw_data\Grantha\character33\0383_04.png,608
./datasets/raw_data\Grantha\character33\0383_04.png,./datasets/raw_data\Grantha\character33\0383_05.png,608
./datasets/raw_data\Grantha\character33\0383_05.png,./datasets/raw_data\Grantha\character33\0383_06.png,608
./datasets/raw_data\Grantha\character33\0383_06.png,./datasets/raw_data\Grantha\character33\0383_07.png,608
./datasets/raw_data\Grantha\character33\0383_07.png,./datasets/raw_data\Grantha\character33\0383_08.png,608
./datasets/raw_data\Grantha\character33\0383_08.png,./datasets/raw_data\Grantha\character33\0383_09.png,608
./datasets/raw_data\Grantha\character33\0383_09.png,./datasets/raw_data\Grantha\character33\0383_10.png,608
./datasets/raw_data\Grantha\character33\0383_10.png,./datasets/raw_data\Grantha\character33\0383_11.png,608
./datasets/raw_data\Grantha\character34\0384_01.png,./datasets/raw_data\Grantha\character34\0384_02.png,609
./datasets/raw_data\Grantha\character34\0384_02.png,./datasets/raw_data\Grantha\character34\0384_03.png,609
./datasets/raw_data\Grantha\character34\0384_03.png,./datasets/raw_data\Grantha\character34\0384_04.png,609
./datasets/raw_data\Grantha\character34\0384_04.png,./datasets/raw_data\Grantha\character34\0384_05.png,609
./datasets/raw_data\Grantha\character34\0384_05.png,./datasets/raw_data\Grantha\character34\0384_06.png,609
./datasets/raw_data\Grantha\character34\0384_06.png,./datasets/raw_data\Grantha\character34\0384_07.png,609
./datasets/raw_data\Grantha\character34\0384_07.png,./datasets/raw_data\Grantha\character34\0384_08.png,609
./datasets/raw_data\Grantha\character34\0384_08.png,./datasets/raw_data\Grantha\character34\0384_09.png,609
./datasets/raw_data\Grantha\character34\0384_09.png,./datasets/raw_data\Grantha\character34\0384_10.png,609
./datasets/raw_data\Grantha\character34\0384_10.png,./datasets/raw_data\Grantha\character34\0384_11.png,609
./datasets/raw_data\Grantha\character35\0385_01.png,./datasets/raw_data\Grantha\character35\0385_02.png,610
./datasets/raw_data\Grantha\character35\0385_02.png,./datasets/raw_data\Grantha\character35\0385_03.png,610
./datasets/raw_data\Grantha\character35\0385_03.png,./datasets/raw_data\Grantha\character35\0385_04.png,610
./datasets/raw_data\Grantha\character35\0385_04.png,./datasets/raw_data\Grantha\character35\0385_05.png,610
./datasets/raw_data\Grantha\character35\0385_05.png,./datasets/raw_data\Grantha\character35\0385_06.png,610
./datasets/raw_data\Grantha\character35\0385_06.png,./datasets/raw_data\Grantha\character35\0385_07.png,610
./datasets/raw_data\Grantha\character35\0385_07.png,./datasets/raw_data\Grantha\character35\0385_08.png,610
./datasets/raw_data\Grantha\character35\0385_08.png,./datasets/raw_data\Grantha\character35\0385_09.png,610
./datasets/raw_data\Grantha\character35\0385_09.png,./datasets/raw_data\Grantha\character35\0385_10.png,610
./datasets/raw_data\Grantha\character35\0385_10.png,./datasets/raw_data\Grantha\character35\0385_11.png,610
./datasets/raw_data\Grantha\character36\0386_01.png,./datasets/raw_data\Grantha\character36\0386_02.png,611
./datasets/raw_data\Grantha\character36\0386_02.png,./datasets/raw_data\Grantha\character36\0386_03.png,611
./datasets/raw_data\Grantha\character36\0386_03.png,./datasets/raw_data\Grantha\character36\0386_04.png,611
./datasets/raw_data\Grantha\character36\0386_04.png,./datasets/raw_data\Grantha\character36\0386_05.png,611
./datasets/raw_data\Grantha\character36\0386_05.png,./datasets/raw_data\Grantha\character36\0386_06.png,611
./datasets/raw_data\Grantha\character36\0386_06.png,./datasets/raw_data\Grantha\character36\0386_07.png,611
./datasets/raw_data\Grantha\character36\0386_07.png,./datasets/raw_data\Grantha\character36\0386_08.png,611
./datasets/raw_data\Grantha\character36\0386_08.png,./datasets/raw_data\Grantha\character36\0386_09.png,611
./datasets/raw_data\Grantha\character36\0386_09.png,./datasets/raw_data\Grantha\character36\0386_10.png,611
./datasets/raw_data\Grantha\character36\0386_10.png,./datasets/raw_data\Grantha\character36\0386_11.png,611
./datasets/raw_data\Grantha\character37\0387_01.png,./datasets/raw_data\Grantha\character37\0387_02.png,612
./datasets/raw_data\Grantha\character37\0387_02.png,./datasets/raw_data\Grantha\character37\0387_03.png,612
./datasets/raw_data\Grantha\character37\0387_03.png,./datasets/raw_data\Grantha\character37\0387_04.png,612
./datasets/raw_data\Grantha\character37\0387_04.png,./datasets/raw_data\Grantha\character37\0387_05.png,612
./datasets/raw_data\Grantha\character37\0387_05.png,./datasets/raw_data\Grantha\character37\0387_06.png,612
./datasets/raw_data\Grantha\character37\0387_06.png,./datasets/raw_data\Grantha\character37\0387_07.png,612
./datasets/raw_data\Grantha\character37\0387_07.png,./datasets/raw_data\Grantha\character37\0387_08.png,612
./datasets/raw_data\Grantha\character37\0387_08.png,./datasets/raw_data\Grantha\character37\0387_09.png,612
./datasets/raw_data\Grantha\character37\0387_09.png,./datasets/raw_data\Grantha\character37\0387_10.png,612
./datasets/raw_data\Grantha\character37\0387_10.png,./datasets/raw_data\Grantha\character37\0387_11.png,612
./datasets/raw_data\Grantha\character38\0388_01.png,./datasets/raw_data\Grantha\character38\0388_02.png,613
